iter	Passed	Remaining
256	476	1378
257	477	1374
258	479	1370
259	481	1369
260	482	1365
261	483	1361
262	484	1358
263	485	1354
264	486	1350
265	487	1346
266	489	1343
267	491	1341
268	493	1339
269	494	1337
270	495	1333
271	496	1330
272	498	1326
273	499	1324
274	501	1321
275	502	1317
276	504	1317
277	506	1315
278	513	1327
279	515	1324
280	516	1320
281	517	1316
282	518	1312
283	519	1309
284	520	1305
285	521	1301
286	523	1299
287	524	1297
288	526	1295
289	527	1292
290	529	1288
291	530	1285
292	531	1282
293	532	1279
294	533	1275
295	534	1272
296	536	1269
297	538	1267
298	539	1265
299	540	1262
300	542	1258
301	543	1255
302	544	1252
303	545	1249
304	546	1245
305	547	1242
306	549	1241
307	550	1237
308	552	1234
309	553	1231
310	554	1227
311	555	1224
312	556	1220
313	557	1216
314	558	1214
315	559	1211
316	560	1208
317	563	1208
318	565	1206
319	566	1203
320	567	1199
321	568	1196
322	569	1192
323	570	1189
324	571	1186
325	572	1183
326	573	1179
327	574	1177
328	576	1176
329	577	1173
330	579	1170
331	580	1167
332	581	1163
333	582	1160
334	583	1157
335	584	1154
336	585	1151
337	586	1148
338	587	1145
339	590	1145
340	591	1142
341	592	1140
342	593	1137
343	595	1134
344	596	1131
345	597	1129
346	598	1126
347	599	1123
348	600	1120
349	602	1119
350	604	1118
351	606	1115
352	606	1112
353	607	1109
354	608	1106
355	610	1103
356	611	1100
357	612	1097
358	613	1094
359	614	1092
360	615	1090
361	617	1087
362	619	1086
363	620	1083
364	621	1081
365	622	1078
366	623	1075
367	624	1072
368	625	1069
369	626	1067
370	628	1065
371	630	1064
372	631	1061
373	632	1058
374	633	1056
375	634	1053
376	635	1050
377	636	1048
378	637	1045
379	638	1042
380	639	1039
381	641	1037
382	643	1036
383	644	1034
384	646	1032
385	647	1030
386	648	1027
387	649	1024
388	650	1022
389	651	1019
390	652	1016
391	654	1014
392	656	1013
393	657	1011
394	658	1008
395	659	1006
396	660	1003
397	661	1001
398	662	998
399	664	996
400	665	993
401	666	990
402	667	988
403	668	986
404	671	986
405	672	984
406	674	982
407	675	980
408	676	978
409	677	975
410	679	973
411	680	970
412	681	969
413	684	968
414	685	966
415	686	963
416	687	961
417	688	959
418	690	957
419	691	954
420	692	952
421	693	950
422	695	948
423	697	947
424	698	945
425	699	943
426	701	940
427	702	938
428	703	936
429	704	933
430	705	931
431	706	929
432	707	927
433	709	925
434	711	924
435	713	922
436	714	920
437	715	918
438	717	916
439	718	914
440	719	911
441	720	909
442	721	907
443	724	907
444	725	904
445	726	902
446	727	900
447	728	897
448	729	895
449	730	893
450	731	891
451	733	888
452	734	886
453	735	884
454	738	884
455	739	882
456	740	880
457	741	878
458	743	875
459	744	873
460	745	871
461	746	869
462	747	867
463	749	865
464	751	864
465	752	862
466	753	859
467	754	857
468	755	855
469	757	853
470	758	851
471	759	849
472	760	847
473	761	845
474	764	844
475	765	842
476	766	840
477	767	837
478	768	835
479	769	833
480	770	831
481	771	829
482	772	826
483	773	824
484	775	822
485	777	822
486	778	820
487	779	818
488	781	816
489	782	814
490	783	812
491	784	810
492	785	807
493	786	805
494	787	803
495	790	802
496	791	801
497	792	799
498	793	797
499	795	795
500	796	792
501	797	790
502	798	788
503	799	786
504	800	784
505	801	782
506	804	781
507	805	779
508	806	777
509	807	775
510	808	773
511	809	771
512	810	769
513	811	767
514	812	765
515	813	763
516	814	761
517	817	760
518	818	758
519	820	756
520	821	755
521	822	753
522	823	751
523	824	749
524	825	747
525	826	745
526	827	743
527	830	742
528	831	740
529	832	738
530	833	736
531	834	734
532	835	732
533	836	730
534	837	728
535	838	726
536	839	724
537	841	722
538	843	721
539	844	719
540	845	717
541	846	715
542	847	713
543	848	711
544	849	709
545	850	707
546	851	705
547	852	703
548	854	701
549	855	700
550	857	698
551	858	696
552	859	694
553	860	693
554	861	691
555	862	689
556	863	687
557	864	685
558	865	683
559	867	681
560	868	679
561	870	678
562	871	676
563	872	674
564	873	672
565	874	670
566	876	668
567	877	667
568	878	665
569	879	663
570	881	662
571	883	661
572	884	659
573	885	657
574	886	655
575	887	653
576	888	651
577	889	649
578	891	647
579	892	646
580	893	644
581	895	643
582	897	641
583	898	639
584	899	637
585	900	635
586	901	634
587	902	632
588	903	630
589	904	628
590	905	626
591	906	624
592	909	624
593	911	622
594	912	621
595	913	619
596	914	617
597	915	615
598	916	613
599	918	612
600	919	610
601	920	608
602	922	607
603	924	605
604	925	604
605	926	602
606	928	600
607	929	599
608	930	597
609	931	595
610	932	593
611	933	592
612	935	590
613	937	589
614	938	587
615	939	585
616	940	583
617	941	582
618	942	580
619	943	578
620	945	576
621	946	575
622	947	573
623	950	572
624	951	570
625	952	569
626	953	567
627	954	565
628	955	563
629	956	561
630	958	560
631	959	558
632	960	556
633	962	555
634	963	553
635	964	552
636	965	550
637	966	548
638	967	546
639	968	544
640	970	543
641	970	541
642	971	539
643	974	538
644	975	536
645	976	535
646	977	533
647	978	531
648	979	529
649	980	528
650	982	526
651	983	524
652	984	523
653	985	521
654	987	520
655	989	518
656	990	517
657	992	515
658	993	514
659	995	512
660	997	511
661	1001	511
662	1002	509
663	1004	508
664	1005	506
665	1006	504
666	1008	503
667	1010	502
668	1011	500
669	1014	499
670	1016	498
671	1017	496
672	1019	495
673	1020	493
674	1021	491
675	1026	491
676	1027	490
677	1029	488
678	1030	487
679	1032	485
680	1033	484
681	1034	482
682	1039	482
683	1040	480
684	1042	479
685	1043	477
686	1044	476
687	1046	474
688	1047	473
689	1049	471
690	1050	469
691	1053	468
692	1055	467
693	1056	465
694	1057	464
695	1059	462
696	1060	461
697	1061	459
698	1063	458
699	1066	457
700	1068	455
701	1069	453
702	1070	452
703	1071	450
704	1073	449
705	1073	447
706	1075	445
707	1076	444
708	1078	442
709	1080	441
710	1081	439
711	1083	438
712	1084	436
713	1085	435
714	1087	433
715	1089	432
716	1092	431
717	1107	434
718	1108	433
719	1110	431
720	1111	430
721	1112	428
722	1114	426
723	1115	425
724	1116	423
725	1118	422
726	1121	421
727	1123	419
728	1124	418
729	1126	416
730	1127	415
731	1129	413
732	1130	411
733	1132	410
734	1135	409
735	1136	407
736	1138	406
737	1139	404
738	1141	403
739	1143	401
740	1144	400
741	1146	398
742	1148	397
743	1149	395
744	1150	393
745	1151	392
746	1153	390
747	1154	388
748	1155	387
749	1156	385
750	1158	384
751	1160	382
752	1161	381
753	1162	379
754	1164	377
755	1166	376
756	1167	374
757	1168	372
758	1170	371
759	1172	370
760	1173	368
761	1174	366
762	1175	365
763	1176	363
764	1177	361
765	1178	360
766	1179	358
767	1180	356
768	1182	355
769	1183	353
770	1185	352
771	1187	350
772	1188	348
773	1189	347
774	1191	345
775	1192	344
776	1193	342
777	1195	341
778	1196	339
779	1198	337
780	1199	336
781	1201	335
782	1202	333
783	1204	331
784	1205	330
785	1206	328
786	1207	326
787	1208	325
788	1211	323
789	1212	322
790	1213	320
791	1214	318
792	1215	317
793	1216	315
794	1217	313
795	1218	312
796	1219	310
797	1220	309
798	1223	307
799	1225	306
800	1226	304
801	1227	303
802	1229	301
803	1230	299
804	1231	298
805	1232	296
806	1233	294
807	1234	293
808	1237	292
809	1238	290
810	1240	289
811	1242	287
812	1243	285
813	1244	284
814	1245	282
815	1246	281
816	1249	279
817	1250	278
818	1251	276
819	1252	274
820	1253	273
821	1254	271
822	1255	269
823	1256	268
824	1257	266
825	1258	265
826	1259	263
827	1261	262
828	1263	260
829	1265	259
830	1266	257
831	1267	255
832	1268	254
833	1269	252
834	1270	251
835	1271	249
836	1272	247
837	1275	246
838	1276	244
839	1277	243
840	1278	241
841	1279	240
842	1280	238
843	1281	236
844	1282	235
845	1283	233
846	1284	232
847	1286	230
848	1288	229
849	1289	227
850	1290	226
851	1292	224
852	1292	222
853	1293	221
854	1294	219
855	1295	217
856	1297	216
857	1297	214
858	1298	213
859	1300	211
860	1302	210
861	1304	208
862	1305	207
863	1306	205
864	1307	204
865	1308	202
866	1309	200
867	1310	199
868	1312	197
869	1313	196
870	1315	194
871	1316	193
872	1317	191
873	1318	190
874	1319	188
875	1320	186
876	1321	185
877	1323	183
878	1324	182
879	1324	180
880	1325	179
881	1328	177
882	1330	176
883	1331	174
884	1332	173
885	1333	171
886	1334	170
887	1335	168
888	1336	166
889	1337	165
890	1338	163
891	1341	162
892	1343	160
893	1344	159
894	1345	157
895	1346	156
896	1347	154
897	1348	153
898	1349	151
899	1350	150
900	1351	148
901	1352	146
902	1353	145
903	1356	144
904	1357	142
905	1358	140
906	1360	139
907	1361	137
908	1362	136
909	1363	134
910	1364	133
911	1365	131
912	1366	130
913	1368	128
914	1370	127
915	1371	125
916	1372	124
917	1373	122
918	1374	121
919	1375	119
920	1376	118
921	1377	116
922	1378	115
923	1380	113
924	1382	112
925	1383	110
926	1384	109
927	1385	107
928	1386	105
929	1387	104
930	1388	102
931	1389	101
932	1390	99
933	1391	98
934	1392	96
935	1395	95
936	1396	93
937	1397	92
938	1399	90
939	1400	89
940	1401	87
941	1402	86
942	1403	84
943	1404	83
944	1405	81
945	1407	80
946	1408	78
947	1410	77
948	1412	75
949	1413	74
950	1414	72
951	1415	71
952	1416	69
953	1417	68
954	1418	66
955	1419	65
956	1422	63
957	1423	62
958	1436	61
959	1442	60
960	1444	58
961	1445	57
962	1446	55
963	1447	54
964	1449	52
965	1449	51
966	1451	49
967	1452	48
968	1454	46
969	1456	45
970	1459	43
971	1462	42
972	1463	40
973	1464	39
974	1466	37
975	1467	36
976	1468	34
977	1469	33
978	1470	31
979	1472	30
980	1474	28
981	1475	27
982	1476	25
983	1477	24
984	1478	22
985	1479	21
986	1481	19
987	1482	18
988	1483	16
989	1484	14
990	1487	13
991	1488	12
992	1489	10
993	1490	8
994	1491	7
995	1492	5
996	1493	4
997	1494	2
998	1495	1
999	1496	0
